seqnames	start	end	context	posteriorMax	status	rc.meth.lvl
1	1	200	CHH	1	U	0.17091
1	51	250	CHH	0.9407	U	0.19015
1	101	300	CHH	0.81644	I	0.43581
1	151	350	CHH	0.59145	M	0.68726
1	201	400	CHH	0.53337	I	0.64674
1	251	450	CHH	0.99999	M	0.81981
1	301	500	CHH	0.99999	M	0.81981
1	351	550	CHH	0.99998	M	0.81981
1	401	600	CHH	0.99994	M	0.81979
1	451	650	CHH	0.97846	I	0.50235
1	501	700	CHH	0.95408	I	0.50624
1	551	750	CHH	0.60206	M	0.69064
1	601	800	CHH	0.99999	M	0.81981
1	651	850	CHH	1	M	0.81981
1	701	900	CHH	1	M	0.81981
1	751	950	CHH	1	M	0.81981
1	801	1000	CHH	0.99999	I	0.49536
1	851	1050	CHH	0.99437	U	0.17274
1	901	1100	CHH	0.99999	U	0.17091
1	951	1150	CHH	0.99999	U	0.17091
1	1001	1200	CHH	0.56947	U	0.31106
1	1051	1250	CHH	0.6833	I	0.39507
1	1151	1350	CHH	0.89134	I	0.47499
1	1201	1400	CHH	0.92957	I	0.4982
1	1251	1450	CHH	0.87762	I	0.52357
1	1301	1500	CHH	0.89134	I	0.47499
1	1351	1550	CHH	0.82427	I	0.46164
1	1401	1600	CHH	0.98498	U	0.17578
1	1451	1650	CHH	0.72938	U	0.25871
1	1501	1700	CHH	0.58727	U	0.30482
1	1551	1750	CHH	0.99981	I	0.49542
1	1601	1800	CHH	0.69809	I	0.59332
1	1651	1850	CHH	0.99992	I	0.49539
1	1701	1900	CHH	0.99567	I	0.49677
1	1751	1950	CHH	0.6622	M	0.71021
1	1801	2000	CHH	0.99825	M	0.81925
1	1851	2050	CHH	0.99998	M	0.81981
1	1901	2100	CHH	0.99998	M	0.81981
1	1951	2150	CHH	0.82427	I	0.46164
1	2001	2200	CHH	0.82427	I	0.46164
1	2051	2250	CHH	1	M	0.81981
1	2101	2300	CHH	0.99999	M	0.81981
1	2151	2350	CHH	0.99999	M	0.81981
1	2201	2400	CHH	0.99999	M	0.81981
1	2251	2450	CHH	0.53587	I	0.34478
1	2301	2500	CHH	0.63018	I	0.60648
1	2351	2550	CHH	0.72357	M	0.72808
1	2401	2600	CHH	0.96884	M	0.80971
1	2451	2650	CHH	0.91739	M	0.79301
1	2501	2700	CHH	0.997	I	0.49629
1	2551	2750	CHH	0.98716	I	0.49953
1	2601	2800	CHH	0.80486	I	0.43241
1	2651	2850	CHH	0.87025	I	0.45436
1	2701	2900	CHH	0.71905	M	0.72858
1	2751	2950	CHH	0.96048	U	0.18373
1	2801	3000	CHH	0.986	U	0.17545
1	2851	3050	CHH	0.50036	I	0.33326
1	2901	3100	CHH	0.75653	U	0.24991
1	2951	3150	CHH	0.99353	U	0.17301
1	3001	3200	CHH	0.99576	U	0.17229
1	3051	3250	CHH	0.99996	U	0.17092
1	3101	3300	CHH	0.99999	U	0.17091
1	3151	3350	CHH	0.99999	U	0.17091
1	3601	3800	CHH	0.99868	I	0.4951
1	3651	3850	CHH	0.98698	I	0.49115
1	3701	3900	CHH	0.99999	U	0.17091
1	3751	3950	CHH	0.99999	U	0.17091
1	3801	4000	CHH	0.99999	U	0.17091
1	3851	4050	CHH	0.99999	U	0.17091
1	3901	4100	CHH	0.81322	M	0.75682
1	3951	4150	CHH	0.99999	U	0.17091
1	4001	4200	CHH	0.99999	U	0.17091
1	4051	4250	CHH	0.99999	U	0.17091
1	4101	4300	CHH	0.99999	U	0.17091
1	4151	4350	CHH	0.57001	I	0.35659
1	4201	4400	CHH	0.99994	U	0.17093
1	4251	4450	CHH	0.99976	U	0.17099
1	4301	4500	CHH	0.99976	U	0.17099
1	4351	4550	CHH	0.92269	U	0.196
1	4401	4600	CHH	0.71013	M	0.72576
1	4451	4650	CHH	0.99984	I	0.49531
1	4501	4700	CHH	0.9998	I	0.49543
1	4551	4750	CHH	0.99586	I	0.4967
1	4601	4800	CHH	0.99744	I	0.49619
1	4651	4850	CHH	0.99741	M	0.81897
1	4701	4900	CHH	0.86256	M	0.77522
1	4751	4950	CHH	0.99909	I	0.49508
1	4801	5000	CHH	0.9994	I	0.49555
1	4851	5050	CHH	0.98716	I	0.49953
1	4901	5100	CHH	0.97556	I	0.48749
1	4951	5150	CHH	0.75765	I	0.57376
1	5001	5200	CHH	0.99576	U	0.17229
1	5051	5250	CHH	0.99999	U	0.17091
1	5101	5300	CHH	0.99999	U	0.17091
1	5151	5350	CHH	1	U	0.17091
1	5201	5400	CHH	0.99999	U	0.17091
1	5251	5450	CHH	0.99999	U	0.17091
1	5301	5500	CHH	0.97868	U	0.17783
1	5351	5550	CHH	0.99979	I	0.49543
1	5401	5600	CHH	0.99989	I	0.4954
1	5451	5650	CHH	0.79645	I	0.5614
1	5501	5700	CHH	0.9588	M	0.80645
1	5551	5750	CHH	0.99478	M	0.81812
1	5601	5800	CHH	0.94144	M	0.80081
1	5651	5850	CHH	0.99937	M	0.81961
1	5701	5900	CHH	0.95408	I	0.50624
1	5751	5950	CHH	0.99999	I	0.49536
1	5801	6000	CHH	0.99999	I	0.49536
1	5851	6050	CHH	0.99998	I	0.49536
1	5901	6100	CHH	0.99999	I	0.49537
1	5951	6150	CHH	0.99081	M	0.81683
1	6001	6200	CHH	0.99999	M	0.81981
1	6051	6250	CHH	0.99999	M	0.81981
1	6101	6300	CHH	0.99997	I	0.49535
1	6151	6350	CHH	0.99999	I	0.49536
1	6201	6400	CHH	0.99999	I	0.49536
1	6251	6450	CHH	0.99999	I	0.49536
1	6301	6500	CHH	0.99998	M	0.81981
1	6351	6550	CHH	0.99999	M	0.81981
1	6401	6600	CHH	0.97886	I	0.48851
1	6451	6650	CHH	0.99999	U	0.17091
1	6501	6700	CHH	0.99998	U	0.17092
1	6551	6750	CHH	0.99999	U	0.17091
1	6601	6800	CHH	0.99999	U	0.17091
1	6651	6850	CHH	0.99998	U	0.17092
1	6701	6900	CHH	0.99922	U	0.17116
1	6751	6950	CHH	0.99988	U	0.17095
1	6801	7000	CHH	0.99999	U	0.17091
1	6851	7050	CHH	0.99999	U	0.17091
1	6901	7100	CHH	0.9979	U	0.17159
1	6951	7150	CHH	0.99991	U	0.17094
1	7001	7200	CHH	0.99901	I	0.49545
1	7051	7250	CHH	0.70087	M	0.72276
1	7101	7300	CHH	0.8924	I	0.52798
1	7151	7350	CHH	0.99999	M	0.81981
1	7201	7400	CHH	0.99999	M	0.81981
1	7251	7450	CHH	0.9999	M	0.81978
1	7301	7500	CHH	0.99927	M	0.81958
1	7351	7550	CHH	0.99143	U	0.17369
1	7401	7600	CHH	0.9499	I	0.51161
1	7451	7650	CHH	0.99999	I	0.49536
1	7501	7700	CHH	0.98	I	0.50185
1	7551	7750	CHH	0.91361	I	0.52339
1	7601	7800	CHH	0.99999	I	0.49536
1	7651	7850	CHH	0.99962	I	0.49524
