seqnames	start	end	context	posteriorMax	status	rc.meth.lvl
1	1	200	CHH	0.99999	I	0.49604
1	51	250	CHH	0.99999	I	0.49604
1	101	300	CHH	0.99996	I	0.49605
1	151	350	CHH	0.99961	M	0.83576
1	201	400	CHH	0.99999	M	0.83589
1	251	450	CHH	0.99966	M	0.83578
1	301	500	CHH	0.99117	M	0.83289
1	351	550	CHH	0.99887	I	0.49642
1	401	600	CHH	0.99999	I	0.49604
1	451	650	CHH	0.99999	I	0.49604
1	501	700	CHH	0.99999	I	0.49604
1	551	750	CHH	0.99671	M	0.83478
1	601	800	CHH	0.99999	M	0.83589
1	651	850	CHH	0.99999	M	0.83589
1	701	900	CHH	0.99999	M	0.83589
1	751	950	CHH	0.99999	M	0.83589
1	801	1000	CHH	0.8629	I	0.46676
1	851	1050	CHH	0.98445	M	0.83061
1	901	1100	CHH	0.99999	I	0.49604
1	951	1150	CHH	0.99998	I	0.49604
1	1001	1200	CHH	0.99997	I	0.49605
1	1051	1250	CHH	0.82912	U	0.21426
1	1151	1350	CHH	0.80033	I	0.42819
1	1201	1400	CHH	0.91814	I	0.46833
1	1251	1450	CHH	0.75718	I	0.4138
1	1301	1500	CHH	0.94907	I	0.47907
1	1351	1550	CHH	0.69626	I	0.59812
1	1401	1600	CHH	0.99988	M	0.83586
1	1451	1650	CHH	0.99999	I	0.49604
1	1501	1700	CHH	0.99849	I	0.49655
1	1551	1750	CHH	0.99999	I	0.49604
1	1601	1800	CHH	0.97915	I	0.48896
1	1651	1850	CHH	0.99999	I	0.49604
1	1701	1900	CHH	0.54155	I	0.34023
1	1751	1950	CHH	0.99999	U	0.15618
1	1801	2000	CHH	0.99794	M	0.83519
1	1851	2050	CHH	0.96826	M	0.82511
1	1901	2100	CHH	0.85496	M	0.7866
1	1951	2150	CHH	0.85496	M	0.7866
1	2001	2200	CHH	0.56356	U	0.30603
1	2051	2250	CHH	0.62699	I	0.58551
1	2101	2300	CHH	0.99999	M	0.83589
1	2151	2350	CHH	0.99999	I	0.49604
1	2201	2400	CHH	0.99974	I	0.49595
1	2251	2450	CHH	0.99864	I	0.49558
1	2301	2500	CHH	0.99999	U	0.15618
1	2351	2550	CHH	0.99995	U	0.1562
1	2401	2600	CHH	0.93515	I	0.474
1	2451	2650	CHH	0.93515	I	0.474
1	2501	2700	CHH	0.99997	I	0.49603
1	2551	2750	CHH	0.99993	I	0.49602
1	2601	2800	CHH	0.99765	I	0.49684
1	2651	2850	CHH	0.65726	M	0.71942
1	2701	2900	CHH	0.99999	I	0.49604
1	2751	2950	CHH	0.99999	I	0.49604
1	2801	3000	CHH	0.99947	U	0.15636
1	2851	3050	CHH	0.99999	U	0.15618
1	2901	3100	CHH	0.90052	U	0.18999
1	2951	3150	CHH	0.99999	U	0.15618
1	3001	3200	CHH	0.99998	U	0.15619
1	3051	3250	CHH	0.99865	U	0.15664
1	3101	3300	CHH	0.99999	I	0.49604
1	3151	3350	CHH	0.99999	M	0.83589
1	3601	3800	CHH	0.83646	I	0.45773
1	3651	3850	CHH	0.9937	M	0.83376
1	3701	3900	CHH	0.99625	M	0.83462
1	3751	3950	CHH	0.99625	M	0.83462
1	3801	4000	CHH	0.99319	M	0.83358
1	3851	4050	CHH	0.99999	U	0.15619
1	3901	4100	CHH	0.99999	U	0.15619
1	3951	4150	CHH	0.99999	U	0.15619
1	4001	4200	CHH	0.99998	U	0.15619
1	4051	4250	CHH	0.99999	U	0.15618
1	4101	4300	CHH	0.99995	I	0.49602
1	4151	4350	CHH	0.99989	I	0.496
1	4201	4400	CHH	0.99505	I	0.49436
1	4251	4450	CHH	0.99402	M	0.83386
1	4301	4500	CHH	0.99999	U	0.15618
1	4351	4550	CHH	0.99999	U	0.15618
1	4401	4600	CHH	0.99999	U	0.15619
1	4451	4650	CHH	0.99999	U	0.15618
1	4501	4700	CHH	0.99999	U	0.15618
1	4551	4750	CHH	0.99999	I	0.49604
